Map,Roundtype,Blue Team,Red Team,time,len,KB,KR,UB,UR,FB
Temple of Anubis,Attack,AUS,SE,1:26,39,6,3,2,3,B
Temple of Anubis,Attack,AUS,SE,3:12,16,0,3,0,0,R
Temple of Anubis,Attack,AUS,SE,3:49,17,0,3,1,1,R
Temple of Anubis,Attack,AUS,SE,4:36,38,8,1,3,4,B
Temple of Anubis,Defense,AUS,SE,0:48,16,4,0,0,1,B
Temple of Anubis,Defense,AUS,SE,1:36,7,4,0,1,0,B
Temple of Anubis,Defense,AUS,SE,2:09,9,1,0,0,1,B
Temple of Anubis,Defense,AUS,SE,2:44,31,2,6,3,2,R
Temple of Anubis,Defense,AUS,SE,3:49,13,4,2,0,1,R
Temple of Anubis,Defense,AUS,SE,4:28,56,6,5,4,4,R
Temple of Anubis,Defense,AUS,SE,5:42,7,3,0,0,1,B
Temple of Anubis,Defense,AUS,SE,6:16,13,3,0,1,1,B
Temple of Anubis,Defense,AUS,SE,6:57,39,3,6,4,3,R
Temple of Anubis,Defense,AUS,SE,7:42,24,4,1,1,3,B
Rialto,Attack,AUS,SE,0:23,20,5,0,0,0,B
Rialto,Attack,AUS,SE,1:14,25,5,4,2,2,B
Rialto,Attack,AUS,SE,2:03,19,6,1,2,1,B
Rialto,Attack,AUS,SE,2:56,22,5,0,1,1,B
Rialto,Attack,AUS,SE,3:55,17,4,0,1,1,B
Rialto,Attack,AUS,SE,4:39,36,6,0,3,3,B
Rialto,Attack,AUS,SE,5:41,11,2,2,1,0,R
Rialto,Attack,AUS,SE,6:34,14,0,4,0,2,R
Rialto,Attack,AUS,SE,7:17,29,0,3,4,4,R
Rialto,Attack,AUS,SE,8:10,18,4,0,0,1,B
Rialto,Attack,AUS,SE,8:40,20,3,2,4,2,R
Rialto,Attack,AUS,SE,9:11,9,0,4,0,2,R
Rialto,Defense,AUS,SE,0:34,0,0,1,0,0,R
Rialto,Defense,AUS,SE,1:12,27,5,1,5,1,R
Rialto,Defense,AUS,SE,2:10,0,1,0,0,0,B
Rialto,Defense,AUS,SE,2:26,0,1,0,0,0,B
Rialto,Defense,AUS,SE,2:48,17,0,6,0,2,R
Rialto,Defense,AUS,SE,3:33,10,3,0,0,0,B
Rialto,Defense,AUS,SE,4:05,6,1,0,1,1,B
Rialto,Defense,AUS,SE,4:25,15,0,3,0,0,R
Rialto,Defense,AUS,SE,5:06,4,2,0,0,0,B
Rialto,Defense,AUS,SE,5:46,23,4,0,2,0,B
Rialto,Defense,AUS,SE,6:25,9,1,1,2,1,R
Rialto,Defense,AUS,SE,6:42,9,2,0,1,1,B
Lijiang Tower,Garden,DK,CN,0:12,30,2,6,0,0,R
Lijiang Tower,Garden,DK,CN,1:11,44,7,2,5,4,B
Lijiang Tower,Garden,DK,CN,2:15,19,6,1,2,0,B
Lijiang Tower,Garden,DK,CN,3:03,83,4,16,4,7,B
Lijiang Tower,Control Center,DK,CN,0:33,19,1,4,0,1,R
Lijiang Tower,Control Center,DK,CN,1:13,28,5,0,2,2,B
Lijiang Tower,Control Center,DK,CN,2:06,10,3,0,0,0,B
Lijiang Tower,Control Center,DK,CN,2:40,20,2,1,0,2,B
Lijiang Tower,Control Center,DK,CN,3:15,0,1,0,0,0,B
Lijiang Tower,Control Center,DK,CN,3:30,21,5,0,5,3,B
Lijiang Tower,Night Market,DK,CN,0:30,14,4,2,0,0,B
Lijiang Tower,Night Market,DK,CN,1:12,5,0,2,0,1,R
Lijiang Tower,Night Market,DK,CN,2:07,41,3,9,3,2,B
Lijiang Tower,Night Market,DK,CN,3:22,16,0,3,0,4,R
Lijiang Tower,Night Market,DK,CN,3:58,24,2,7,0,1,R
Blizzard World,Defense,DK,CN,0:28,23,0,3,0,0,R
Blizzard World,Defense,DK,CN,1:26,17,0,5,0,0,R
Blizzard World,Defense,DK,CN,2:05,0,1,0,0,0,B
Blizzard World,Defense,DK,CN,2:18,36,5,1,2,3,B
Blizzard World,Defense,DK,CN,3:25,32,3,2,0,2,B
Blizzard World,Defense,DK,CN,4:29,16,3,1,1,1,B
Blizzard World,Defense,DK,CN,5:06,16,2,0,2,2,B
Blizzard World,Defense,DK,CN,6:06,4,1,1,0,1,B
Blizzard World,Defense,DK,CN,6:29,24,4,1,3,0,B
Blizzard World,Attack,DK,CN,0:07,0,0,1,0,0,R
Blizzard World,Attack,DK,CN,0:37,32,3,6,0,1,B
Blizzard World,Attack,DK,CN,2:09,12,4,2,1,0,R
Blizzard World,Attack,DK,CN,2:42,28,6,1,2,1,B
Blizzard World,Attack,DK,CN,4:00,27,1,4,1,1,B
Blizzard World,Attack,DK,CN,5:10,21,1,3,0,1,R
Blizzard World,Attack,DK,CN,5:59,4,1,0,2,1,B
Blizzard World,Attack,DK,CN,6:06,14,2,0,2,2,B
Blizzard World,Attack,DK,CN,6:26,20,3,3,0,1,B
Temple of Anubis,Attack,DK,CN,0:37,32,5,6,0,2,B
Temple of Anubis,Attack,DK,CN,1:19,67,8,4,3,3,R
Temple of Anubis,Attack,DK,CN,3:11,32,7,1,3,2,B
Temple of Anubis,Defense,DK,CN,0:35,0,1,0,0,0,B
Temple of Anubis,Defense,DK,CN,0:47,28,3,2,2,0,R
Temple of Anubis,Defense,DK,CN,1:41,54,6,3,4,2,B
Temple of Anubis,Defense,DK,CN,3:04,30,5,2,3,3,B
Temple of Anubis,Defense,DK,CN,3:49,1,0,1,0,1,R
Temple of Anubis,Defense,DK,CN,3:59,13,3,0,2,0,B
Rialto,Attack,DK,CN,0:28,25,5,3,0,0,B
Rialto,Attack,DK,CN,1:29,23,4,3,1,2,B
Rialto,Attack,DK,CN,2:14,73,10,5,4,3,R
Rialto,Attack,DK,CN,3:44,38,4,5,2,2,B
Rialto,Attack,DK,CN,4:51,27,0,6,0,0,R
Rialto,Attack,DK,CN,5:33,20,0,4,0,3,R
Rialto,Attack,DK,CN,6:23,37,3,4,1,4,B
Rialto,Attack,DK,CN,7:18,55,3,8,3,3,R
Rialto,Defense,DK,CN,0:04,0,1,0,0,0,B
Rialto,Defense,DK,CN,0:52,13,3,0,1,0,B
Rialto,Defense,DK,CN,1:32,35,0,7,2,5,R
Rialto,Defense,DK,CN,2:51,68,2,12,0,5,R
Rialto,Defense,DK,CN,4:24,23,2,3,0,0,B
Rialto,Defense,DK,CN,5:08,13,1,2,1,1,B
Rialto,Defense,DK,CN,5:25,43,0,10,2,2,R
Oasis,University,DK,CN,0:28,3,0,2,0,0,R
Oasis,University,DK,CN,1:10,11,0,4,0,1,R
Oasis,University,DK,CN,1:57,21,1,6,1,1,R
Oasis,University,DK,CN,2:42,23,3,1,3,4,R
Oasis,University,DK,CN,3:42,24,0,5,2,2,R
Oasis,Gardens,DK,CN,0:31,0,1,0,0,0,B
Oasis,Gardens,DK,CN,0:46,3,1,0,1,0,B
Oasis,Gardens,DK,CN,1:27,32,6,4,3,4,R
Oasis,Gardens,DK,CN,2:28,26,6,1,2,0,B
Oasis,City Center,DK,CN,0:43,14,0,5,0,1,R
Oasis,City Center,DK,CN,1:27,0,0,1,0,0,R
Oasis,City Center,DK,CN,1:32,25,0,6,2,1,R
Oasis,City Center,DK,CN,2:30,24,2,7,2,2,B
Nepal,Village,SP,SE,0:50,20,6,0,2,1,B
Nepal,Village,SP,SE,1:49,15,0,6,0,2,R
Nepal,Village,SP,SE,2:25,14,0,2,2,2,R
Nepal,Village,SP,SE,3:11,39,0,6,3,3,R
Nepal,Sanctum,SP,SE,0:40,17,1,5,0,2,R
Nepal,Sanctum,SP,SE,1:26,14,0,2,0,0,R
Nepal,Sanctum,SP,SE,2:10,30,1,5,1,3,R
Numbani,Defense,SP,SE,0:40,2,1,0,0,0,B
Numbani,Defense,SP,SE,1:10,0,0,1,0,0,R
Numbani,Defense,SP,SE,1:38,28,0,5,2,2,R
Numbani,Defense,SP,SE,2:52,14,0,3,1,0,R
Numbani,Defense,SP,SE,3:21,0,0,1,0,0,R
Numbani,Defense,SP,SE,3:59,23,0,3,0,0,R
Numbani,Defense,SP,SE,4:33,23,0,3,4,2,R
Numbani,Attack,SP,SE,0:18,18,0,3,0,0,R
Numbani,Attack,SP,SE,1:10,18,1,1,0,3,B
Numbani,Attack,SP,SE,1:33,21,0,4,2,3,R
Numbani,Attack,SP,SE,2:21,35,6,3,1,1,R
Numbani,Attack,SP,SE,3:41,12,6,1,0,0,B
Numbani,Attack,SP,SE,4:19,14,1,1,1,1,R
Numbani,Attack,SP,SE,4:48,5,3,0,0,0,B
Numbani,Attack,SP,SE,5:18,17,5,0,1,0,B
Numbani,Attack,SP,SE,5:48,30,2,2,1,4,R
Numbani,Attack,SP,SE,6:44,20,6,1,3,3,B
Numbani,Attack,SP,SE,0:13,0,0,1,0,0,R
Numbani,Attack,SP,SE,0:37,31,6,2,1,2,B
Numbani,Attack,SP,SE,1:40,8,1,3,0,1,R
Numbani,Defense,SP,SE,1:03,14,2,0,0,2,B
Numbani,Defense,SP,SE,1:55,19,1,5,1,3,R
Numbani,Defense,SP,SE,2:52,16,1,5,1,1,R
Volskaya Industries,Defense,SP,SE,1:08,13,2,1,0,1,B
Volskaya Industries,Defense,SP,SE,2:02,12,0,1,0,0,R
Volskaya Industries,Defense,SP,SE,2:22,19,0,5,0,2,R
Volskaya Industries,Defense,SP,SE,3:00,29,1,7,0,3,R
Volskaya Industries,Attack,SP,SE,0:20,21,5,0,0,0,B
Volskaya Industries,Attack,SP,SE,1:31,19,1,3,0,1,B
Volskaya Industries,Attack,SP,SE,2:22,79,14,1,1,3,B
Volskaya Industries,Attack,SP,SE,0:29,0,0,1,0,0,R
Volskaya Industries,Attack,SP,SE,1:11,15,5,1,1,2,B
Volskaya Industries,Attack,SP,SE,2:05,16,5,0,3,0,B
Volskaya Industries,Attack,SP,SE,2:46,22,7,0,0,2,B
Volskaya Industries,Defense,SP,SE,0:32,0,0,1,0,0,R
Volskaya Industries,Defense,SP,SE,0:52,9,0,6,0,0,R
Volskaya Industries,Defense,SP,SE,1:07,13,0,2,0,2,R
Volskaya Industries,Defense,SP,SE,1:37,0,0,1,0,0,R
Volskaya Industries,Attack,SP,SE,0:09,0,0,1,0,0,R
Volskaya Industries,Attack,SP,SE,0:55,0,0,1,0,0,R
Volskaya Industries,Attack,SP,SE,1:49,23,1,4,0,3,R
Rialto,Defense,SP,SE,1:01,5,5,0,0,0,B
Rialto,Defense,SP,SE,1:29,0,2,0,0,0,B
Rialto,Defense,SP,SE,2:01,18,4,1,1,1,B
Rialto,Defense,SP,SE,2:51,13,1,2,2,2,R
Rialto,Defense,SP,SE,3:35,0,1,0,0,0,B
Rialto,Defense,SP,SE,4:04,11,1,2,0,3,B
Rialto,Defense,SP,SE,4:30,11,0,4,0,1,R
Rialto,Defense,SP,SE,5:17,26,7,1,2,3,B
Rialto,Defense,SP,SE,6:05,20,1,3,0,0,B
Rialto,Defense,SP,SE,7:01,0,1,0,0,0,B
Rialto,Defense,SP,SE,7:32,13,4,0,0,1,B
Rialto,Attack,SP,SE,0:46,8,1,2,0,0,B
Rialto,Attack,SP,SE,1:16,23,4,0,2,3,B
Rialto,Attack,SP,SE,2:02,38,6,2,2,1,B
Rialto,Attack,SP,SE,3:27,0,0,1,0,0,R
Rialto,Attack,SP,SE,3:37,29,0,5,0,1,R
Rialto,Attack,SP,SE,4:20,13,0,4,0,2,R
Rialto,Attack,SP,SE,4:55,4,0,1,0,1,R
Rialto,Attack,SP,SE,5:21,2,1,0,0,0,B
Rialto,Attack,SP,SE,5:32,8,1,1,1,1,B
Rialto,Attack,SP,SE,6:17,14,2,2,0,1,B
Rialto,Attack,SP,SE,6:44,19,0,2,0,0,R
Lijiang Tower,Garden,SE,TH,0:18,25,2,4,1,0,B
Lijiang Tower,Garden,SE,TH,1:21,24,0,5,0,1,R
Lijiang Tower,Garden,SE,TH,2:02,12,1,4,0,2,R
Lijiang Tower,Garden,SE,TH,2:27,37,0,7,3,5,R
Lijiang Tower,Control Center,SE,TH,0:23,11,1,5,0,0,B
Lijiang Tower,Control Center,SE,TH,0:56,11,1,5,0,0,B
Lijiang Tower,Control Center,SE,TH,1:33,15,0,4,0,0,R
Lijiang Tower,Control Center,SE,TH,2:06,7,2,3,1,3,R
Lijiang Tower,Control Center,SE,TH,2:48,14,1,5,0,0,R
Hollywood,Defense,SE,TH,0:49,18,1,6,1,2,B
Hollywood,Defense,SE,TH,1:28,29,0,6,2,3,R
Hollywood,Defense,SE,TH,2:21,11,5,0,2,3,B
Hollywood,Defense,SE,TH,2:43,25,5,5,2,4,B
Hollywood,Defense,SE,TH,3:44,23,5,0,1,0,B
Hollywood,Defense,SE,TH,4:23,18,4,0,1,0,B
Hollywood,Defense,SE,TH,5:14,11,2,3,0,0,R
Hollywood,Defense,SE,TH,5:30,13,0,2,1,1,R
Hollywood,Defense,SE,TH,6:00,42,2,8,1,3,R
Hollywood,Defense,SE,TH,7:08,25,0,6,0,3,R
Hollywood,Defense,SE,TH,7:59,36,10,2,4,4,B
Hollywood,Attack,SE,TH,0:23,25,3,5,0,0,B
Hollywood,Attack,SE,TH,1:02,22,6,0,1,0,B
Hollywood,Attack,SE,TH,1:57,36,5,2,2,3,B
Hollywood,Attack,SE,TH,2:53,43,8,0,3,2,B
Hollywood,Attack,SE,TH,4:04,8,1,0,2,2,B
Temple of Anubis,Attack,SE,TH,0:59,30,4,7,0,0,B
Temple of Anubis,Attack,SE,TH,2:20,12,6,0,2,0,B
Temple of Anubis,Attack,SE,TH,3:08,46,6,5,3,3,R
Temple of Anubis,Attack,SE,TH,4:26,44,6,3,3,4,B
Temple of Anubis,Attack,SE,TH,5:44,32,3,2,1,2,B
Temple of Anubis,Attack,SE,TH,6:38,13,4,0,3,2,B
Temple of Anubis,Defense,SE,TH,0:41,0,1,0,0,0,B
Temple of Anubis,Defense,SE,TH,0:50,53,6,2,1,2,R
Temple of Anubis,Defense,SE,TH,2:20,23,4,1,3,2,B
Temple of Anubis,Defense,SE,TH,3:41,0,1,0,0,0,B
Temple of Anubis,Defense,SE,TH,4:01,19,5,1,1,1,B
Rialto,Attack,SE,TH,0:16,0,0,1,0,0,R
Rialto,Attack,SE,TH,0:55,5,2,1,0,0,B
Rialto,Attack,SE,TH,1:23,24,4,0,1,1,B
Rialto,Attack,SE,TH,2:11,17,2,5,1,2,B
Rialto,Attack,SE,TH,2:51,9,1,2,1,0,R
Rialto,Attack,SE,TH,3:13,13,5,1,2,1,B
Rialto,Attack,SE,TH,3:43,27,0,5,1,2,R
Rialto,Attack,SE,TH,4:43,17,0,5,2,4,R
Rialto,Attack,SE,TH,5:19,11,0,3,0,1,R
Rialto,Attack,SE,TH,5:44,22,3,1,1,1,R
Rialto,Attack,SE,TH,6:26,18,6,1,2,2,R
Rialto,Attack,SE,TH,7:33,12,5,0,0,0,B
Rialto,Attack,SE,TH,8:05,23,0,6,2,3,R
Rialto,Defense,SE,TH,0:35,23,3,5,1,1,R
Rialto,Defense,SE,TH,1:25,18,0,6,0,2,R
Rialto,Defense,SE,TH,2:01,13,0,6,2,2,R
Rialto,Defense,SE,TH,2:51,12,0,5,0,1,R
Rialto,Defense,SE,TH,3:25,19,4,1,2,1,R
Rialto,Defense,SE,TH,4:18,8,2,0,1,2,B
Rialto,Defense,SE,TH,4:53,8,4,0,1,0,B
Rialto,Defense,SE,TH,5:18,9,1,0,1,3,B
Rialto,Defense,SE,TH,5:44,3,2,0,0,0,B
Rialto,Defense,SE,TH,6:25,26,5,3,3,2,R
Ilios,Well,SP,CN,0:22,5,3,1,0,0,B
Ilios,Well,SP,CN,1:21,20,4,1,3,2,B
Ilios,Well,SP,CN,2:24,11,1,5,0,1,R
Ilios,Well,SP,CN,3:16,27,0,5,0,1,R
Ilios,Well,SP,CN,4:14,45,7,4,3,3,B
Ilios,Ruins,SP,CN,0:23,0,0,1,0,0,R
Ilios,Ruins,SP,CN,1:01,14,1,3,0,0,R
Ilios,Ruins,SP,CN,1:38,16,0,5,0,2,R
Ilios,Ruins,SP,CN,2:21,36,0,7,2,4,R
Ilios,Lighthouse,SP,CN,0:37,0,0,1,0,0,R
Ilios,Lighthouse,SP,CN,0:52,0,0,1,0,0,R
Ilios,Lighthouse,SP,CN,1:13,15,0,6,1,1,R
Ilios,Lighthouse,SP,CN,2:16,14,5,0,0,0,B
Ilios,Lighthouse,SP,CN,2:58,44,1,7,3,3,R
Numbani,Defense,SP,CN,0:37,17,6,0,0,0,B
Numbani,Defense,SP,CN,1:27,10,1,3,0,0,R
Numbani,Defense,SP,CN,1:49,47,3,7,4,2,R
Numbani,Defense,SP,CN,3:15,37,2,6,0,1,R
Numbani,Defense,SP,CN,4:04,37,0,6,2,3,R
Numbani,Defense,SP,CN,5:00,17,2,0,1,1,B
Numbani,Defense,SP,CN,5:51,10,3,0,1,0,B
Numbani,Defense,SP,CN,6:30,4,0,1,1,0,R
Numbani,Defense,SP,CN,6:53,16,1,3,3,1,R
Numbani,Defense,SP,CN,7:33,7,0,4,0,3,R
Numbani,Attack,SP,CN,1:02,12,0,2,0,2,R
Numbani,Attack,SP,CN,1:35,2,0,1,0,0,R
Numbani,Attack,SP,CN,1:44,101,15,5,2,3,B
Numbani,Attack,SP,CN,3:54,12,0,2,1,2,R
Numbani,Attack,SP,CN,4:36,10,3,0,1,1,B
Numbani,Attack,SP,CN,4:56,8,1,0,1,0,B
Numbani,Attack,SP,CN,5:54,34,2,3,1,1,B
Numbani,Attack,SP,CN,6:57,17,1,3,1,3,B
Numbani,Attack,SP,CN,7:49,11,0,6,0,3,R
Volskaya Industries,Attack,SP,CN,0:30,14,1,5,0,1,R
Volskaya Industries,Attack,SP,CN,1:27,8,0,1,0,2,R
Volskaya Industries,Attack,SP,CN,1:52,0,0,1,0,0,R
Volskaya Industries,Attack,SP,CN,2:23,3,0,1,1,0,R
Volskaya Industries,Attack,SP,CN,2:45,28,5,1,2,1,B
Volskaya Industries,Attack,SP,CN,3:38,0,1,0,0,0,B
Volskaya Industries,Attack,SP,CN,3:55,11,1,5,0,1,R
Volskaya Industries,Attack,SP,CN,4:35,0,0,1,0,0,R
Volskaya Industries,Attack,SP,CN,4:54,6,1,0,2,2,B
Volskaya Industries,Attack,SP,CN,5:34,24,1,5,0,0,R
Volskaya Industries,Attack,SP,CN,6:37,9,0,4,0,0,R
Volskaya Industries,Attack,SP,CN,7:27,28,2,5,1,1,B
Volskaya Industries,Defense,SP,CN,0:28,18,5,1,0,0,R
Volskaya Industries,Defense,SP,CN,1:21,26,6,2,2,0,R
Volskaya Industries,Defense,SP,CN,2:17,15,6,0,2,0,B
Volskaya Industries,Defense,SP,CN,3:06,26,0,5,1,3,R
Volskaya Industries,Defense,SP,CN,3:48,7,4,1,3,1,B
Volskaya Industries,Defense,SP,CN,4:46,9,0,3,0,1,R
Rialto,Defense,SP,CN,0:12,57,1,9,0,0,R
Rialto,Defense,SP,CN,1:29,0,0,1,0,0,R
Rialto,Defense,SP,CN,2:02,21,3,3,1,4,B
Rialto,Defense,SP,CN,2:39,17,0,5,1,0,R
Rialto,Defense,SP,CN,3:22,19,1,4,1,2,B
Rialto,Defense,SP,CN,4:07,14,0,6,1,1,R
Rialto,Attack,SP,CN,0:43,46,8,1,0,0,B
Rialto,Attack,SP,CN,1:51,16,0,3,0,0,R
Rialto,Attack,SP,CN,2:33,22,3,4,2,2,B
Rialto,Attack,SP,CN,3:22,13,0,4,0,1,R
Rialto,Attack,SP,CN,4:01,17,0,5,1,1,R
Rialto,Attack,SP,CN,4:40,17,1,3,0,0,R
Rialto,Attack,SP,CN,5:22,35,6,4,6,1,R
Rialto,Attack,SP,CN,6:24,18,0,5,1,3,R
Lijiang Tower,Night Market,DK,SE,0:44,10,4,0,0,0,B
Lijiang Tower,Night Market,DK,SE,1:20,46,6,4,3,1,R
Lijiang Tower,Night Market,DK,SE,2:30,48,8,6,3,2,R
Lijiang Tower,Garden,DK,SE,0:24,9,6,0,0,0,B
Lijiang Tower,Garden,DK,SE,1:09,9,4,0,0,0,B
Lijiang Tower,Garden,DK,SE,1:40,31,4,1,2,2,B
Lijiang Tower,Garden,DK,SE,2:27,50,11,1,3,4,B
Hollywood,Attack,DK,SE,0:37,17,6,1,0,0,B
Hollywood,Attack,DK,SE,1:16,2,0,2,1,0,R
Hollywood,Attack,DK,SE,1:25,28,1,6,4,2,B
Hollywood,Attack,DK,SE,2:20,12,0,3,0,0,R
Hollywood,Attack,DK,SE,2:52,17,0,2,2,2,R
Hollywood,Attack,DK,SE,3:34,23,6,0,1,1,B
Hollywood,Attack,DK,SE,4:39,33,4,2,4,2,B
Hollywood,Attack,DK,SE,5:27,5,2,0,0,0,B
Hollywood,Attack,DK,SE,5:53,21,7,0,3,0,B
Hollywood,Attack,DK,SE,6:37,5,0,1,1,2,R
Hollywood,Attack,DK,SE,7:04,17,0,4,2,1,R
Hollywood,Attack,DK,SE,7:41,62,4,11,1,4,R
Hollywood,Defense,DK,SE,0:47,21,0,6,0,0,R
Hollywood,Defense,DK,SE,1:49,18,1,5,1,0,R
Hollywood,Defense,DK,SE,2:49,34,1,8,0,1,R
Hollywood,Defense,DK,SE,3:32,17,0,2,3,2,R
Temple of Anubis,Defense,DK,SE,0:38,0,1,0,0,0,B
Temple of Anubis,Defense,DK,SE,1:08,21,0,6,0,0,R
Temple of Anubis,Defense,DK,SE,1:56,13,2,1,0,3,B
Temple of Anubis,Defense,DK,SE,3:00,54,4,6,3,5,R
Temple of Anubis,Defense,DK,SE,4:25,5,1,0,1,0,B
Temple of Anubis,Defense,DK,SE,4:45,6,4,0,0,0,B
Temple of Anubis,Defense,DK,SE,5:26,35,5,2,2,2,B
Temple of Anubis,Defense,DK,SE,6:29,0,1,0,0,0,B
Temple of Anubis,Defense,DK,SE,7:03,7,1,2,1,1,R
Temple of Anubis,Defense,DK,SE,7:40,19,6,0,4,1,B
Temple of Anubis,Attack,DK,SE,0:32,27,1,6,0,0,B
Temple of Anubis,Attack,DK,SE,1:22,0,0,1,0,0,R
Temple of Anubis,Attack,DK,SE,1:42,18,0,3,1,1,R
Temple of Anubis,Attack,DK,SE,2:27,22,1,7,4,0,R
Temple of Anubis,Attack,DK,SE,3:11,27,1,5,0,2,R
Temple of Anubis,Attack,DK,SE,4:01,12,1,5,0,0,R
Watchpoint: Gibraltar,Defense,DK,SE,0:52,8,0,3,0,0,R
Watchpoint: Gibraltar,Defense,DK,SE,1:32,19,4,2,3,1,R
Watchpoint: Gibraltar,Defense,DK,SE,2:38,6,0,1,1,1,R
Watchpoint: Gibraltar,Defense,DK,SE,3:00,43,5,4,2,1,B
Watchpoint: Gibraltar,Defense,DK,SE,4:10,70,2,15,1,2,R
Watchpoint: Gibraltar,Defense,DK,SE,5:34,9,1,0,1,1,B
Watchpoint: Gibraltar,Defense,DK,SE,5:57,21,4,1,0,2,B
Watchpoint: Gibraltar,Defense,DK,SE,6:54,64,8,8,4,5,R
Watchpoint: Gibraltar,Attack,DK,SE,0:37,0,1,0,0,0,B
Watchpoint: Gibraltar,Attack,DK,SE,1:02,35,8,2,0,0,R
Watchpoint: Gibraltar,Attack,DK,SE,1:56,0,1,0,0,0,B
Watchpoint: Gibraltar,Attack,DK,SE,2:07,41,7,1,1,1,B
Watchpoint: Gibraltar,Attack,DK,SE,3:13,39,2,7,0,1,R
Watchpoint: Gibraltar,Attack,DK,SE,4:13,21,3,0,4,3,B
Nepal,Village,DK,SE,0:23,10,2,0,0,0,B
Nepal,Village,DK,SE,1:01,17,6,0,3,1,B
Nepal,Village,DK,SE,1:33,23,3,0,2,0,B
Nepal,Village,DK,SE,2:31,20,0,4,3,2,R
Nepal,Village,DK,SE,3:32,30,1,5,2,2,R
Nepal,Village,DK,SE,4:43,25,0,5,3,1,R
Nepal,Shrine,DK,SE,1:02,17,0,3,0,2,R
Nepal,Shrine,DK,SE,1:33,29,1,2,4,2,B
Nepal,Shrine,DK,SE,2:25,20,0,5,0,2,R
Nepal,Sanctum,AUS,CN,1:04,22,6,1,1,0,B
Nepal,Sanctum,AUS,CN,1:47,11,4,0,3,2,B
Nepal,Sanctum,AUS,CN,2:18,8,0,1,0,1,R
Nepal,Sanctum,AUS,CN,2:30,24,0,6,0,0,R
Nepal,Sanctum,AUS,CN,3:24,7,0,1,0,0,R
Nepal,Sanctum,AUS,CN,3:52,16,1,6,1,2,R
Nepal,Village,AUS,CN,0:38,12,6,0,0,0,B
Nepal,Village,AUS,CN,1:32,9,1,0,1,0,B
Nepal,Village,AUS,CN,1:49,12,1,0,2,1,B
Nepal,Village,AUS,CN,2:25,10,3,1,1,1,B
Nepal,Village,AUS,CN,2:46,39,7,2,1,3,B
Nepal,Village,AUS,CN,3:36,14,4,1,3,0,B
Nepal,Shrine,AUS,CN,0:36,13,1,3,0,1,R
Nepal,Shrine,AUS,CN,1:26,14,0,6,0,1,R
Nepal,Shrine,AUS,CN,2:07,10,0,4,2,1,R
Nepal,Shrine,AUS,CN,2:40,20,0,6,0,2,R
King's Row,Defense,AUS,CN,0:00,0,1,0,0,0,B
King's Row,Defense,AUS,CN,0:25,10,3,0,1,0,B
King's Row,Defense,AUS,CN,0:58,18,4,2,2,1,B
King's Row,Defense,AUS,CN,1:54,17,4,3,2,0,R
King's Row,Defense,AUS,CN,2:30,17,4,1,3,0,R
King's Row,Defense,AUS,CN,3:15,16,1,6,0,2,R
King's Row,Defense,AUS,CN,4:18,30,2,6,0,0,R
King's Row,Defense,AUS,CN,5:13,5,2,0,2,0,B
King's Row,Defense,AUS,CN,5:48,29,1,6,1,1,R
King's Row,Defense,AUS,CN,6:53,33,6,3,3,2,R
King's Row,Defense,AUS,CN,7:57,0,0,1,0,0,R
King's Row,Attack,AUS,CN,0:52,4,1,1,0,1,R
King's Row,Attack,AUS,CN,1:03,20,1,2,1,0,B
King's Row,Attack,AUS,CN,1:46,17,2,2,3,3,B
King's Row,Attack,AUS,CN,2:47,14,4,2,1,2,B
King's Row,Attack,AUS,CN,3:52,20,0,5,0,1,R
King's Row,Attack,AUS,CN,4:30,21,5,2,2,1,R
King's Row,Attack,AUS,CN,5:11,15,2,3,3,2,R
King's Row,Attack,AUS,CN,6:15,26,0,8,0,2,R
Temple of Anubis,Attack,AUS,CN,0:49,9,0,2,0,0,R
Temple of Anubis,Attack,AUS,CN,1:38,23,1,6,1,1,R
Temple of Anubis,Attack,AUS,CN,2:30,33,5,2,4,4,R
Temple of Anubis,Attack,AUS,CN,3:48,8,1,0,1,1,B
Temple of Anubis,Attack,AUS,CN,4:04,17,0,4,2,3,R
Temple of Anubis,Attack,AUS,CN,4:53,0,1,0,0,0,B
Temple of Anubis,Attack,AUS,CN,5:05,12,1,4,1,1,R
Temple of Anubis,Attack,AUS,CN,6:24,50,5,5,4,4,B
Temple of Anubis,Attack,AUS,CN,7:35,43,5,4,3,1,B
Temple of Anubis,Defense,AUS,CN,0:36,0,1,0,0,0,B
Temple of Anubis,Defense,AUS,CN,1:10,0,1,0,0,0,B
Temple of Anubis,Defense,AUS,CN,1:25,3,1,1,0,0,R
Temple of Anubis,Defense,AUS,CN,1:55,6,2,0,0,0,B
Temple of Anubis,Defense,AUS,CN,2:20,0,1,0,0,0,B
Temple of Anubis,Defense,AUS,CN,2:26,9,1,0,1,0,B
Temple of Anubis,Defense,AUS,CN,3:03,21,3,0,2,2,B
Temple of Anubis,Defense,AUS,CN,4:00,7,1,1,1,1,R
Temple of Anubis,Defense,AUS,CN,4:16,10,1,0,1,0,B
Rialto,Attack,AUS,CN,0:36,1,1,0,1,0,B
Rialto,Attack,AUS,CN,1:03,56,8,1,3,2,B
Rialto,Attack,AUS,CN,2:32,20,4,0,3,0,B
Rialto,Attack,AUS,CN,3:19,23,2,3,1,2,B
Rialto,Attack,AUS,CN,4:28,0,0,1,0,0,R
